job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
Head of AI,138140,SGD,SE,PT,Singapore,M,Singapore,0,"Python, Statistics, Mathematics",Associate,9,Technology,2024-02-11,2024-03-10,1215,5.5,Advanced Robotics
Computer Vision Engineer,67255,USD,MI,PT,Sweden,S,Sweden,100,"Hadoop, Docker, Java, Tableau",PhD,2,Media,2025-04-24,2025-06-12,1670,6.1,Digital Transformation LLC
AI Product Manager,70927,JPY,EN,CT,Japan,M,Japan,0,"Git, Computer Vision, Docker, SQL, Hadoop",Associate,1,Technology,2024-03-07,2024-04-05,1847,9.3,Quantum Computing Inc
AI Product Manager,303272,USD,EX,FT,Norway,L,Norway,0,"SQL, Spark, Tableau, PyTorch, Hadoop",PhD,11,Real Estate,2025-04-02,2025-04-20,1007,8.3,Cognitive Computing
Robotics Engineer,109758,USD,MI,FT,Ireland,M,Ireland,0,"SQL, NLP, Tableau, Computer Vision, PyTorch",Bachelor,4,Retail,2024-08-14,2024-10-01,1696,5.1,Advanced Robotics
Head of AI,196294,USD,SE,FT,Norway,L,Norway,0,"Tableau, NLP, PyTorch",Bachelor,6,Education,2025-03-18,2025-04-30,602,9.4,Algorithmic Solutions
Data Engineer,119797,CHF,EN,FT,Switzerland,L,Switzerland,50,"Python, Linux, Deep Learning",Associate,0,Telecommunications,2024-06-27,2024-07-27,624,6.4,Neural Networks Co
AI Product Manager,129113,USD,SE,CT,Israel,S,Israel,0,"Hadoop, Computer Vision, Kubernetes, R, Docker",Bachelor,9,Automotive,2024-09-30,2024-10-16,2205,8.5,Future Systems
Computer Vision Engineer,128965,USD,MI,FT,United States,L,United States,0,"GCP, TensorFlow, Mathematics, Computer Vision, AWS",PhD,4,Consulting,2024-10-04,2024-11-27,871,8.0,Autonomous Tech
AI Product Manager,109953,CHF,MI,FT,Switzerland,M,Switzerland,0,"Java, Docker, Kubernetes, Scala",Master,4,Consulting,2025-01-22,2025-03-11,852,6.5,Algorithmic Solutions
Principal Data Scientist,171609,EUR,EX,FT,Netherlands,M,Germany,50,"Spark, SQL, Java, MLOps, Linux",Bachelor,10,Education,2024-04-27,2024-06-17,2287,7.4,Smart Analytics
NLP Engineer,132520,EUR,SE,PT,Germany,L,Germany,100,"Hadoop, Python, Linux",Bachelor,6,Telecommunications,2024-04-10,2024-05-18,839,8.0,Digital Transformation LLC
AI Software Engineer,71447,USD,EN,FL,Singapore,S,Israel,50,"Scala, Data Visualization, Kubernetes, Docker",PhD,0,Telecommunications,2024-02-25,2024-04-21,1586,5.8,Digital Transformation LLC
Data Engineer,79062,USD,EN,PT,United States,M,United States,0,"Data Visualization, Docker, Mathematics",Bachelor,0,Telecommunications,2024-05-15,2024-07-10,1269,8.7,Algorithmic Solutions
AI Product Manager,87243,USD,MI,FT,Israel,L,Israel,0,"Python, Git, Docker, Linux",Associate,2,Education,2025-04-24,2025-05-18,1370,6.0,DeepTech Ventures
Principal Data Scientist,186851,USD,EX,PT,China,L,China,100,"Spark, Linux, Docker, PyTorch, Computer Vision",Associate,17,Consulting,2025-02-14,2025-02-28,1098,6.0,DataVision Ltd
NLP Engineer,96162,USD,EN,FT,Switzerland,S,Switzerland,100,"SQL, Spark, Java, R",PhD,1,Real Estate,2024-11-08,2024-12-07,2290,9.6,Algorithmic Solutions
AI Specialist,90679,EUR,MI,PT,France,L,Sweden,0,"PyTorch, Deep Learning, Azure, Computer Vision",Associate,4,Technology,2024-09-25,2024-11-05,2118,6.7,Quantum Computing Inc
Data Engineer,213287,GBP,EX,FT,United Kingdom,S,United Kingdom,100,"TensorFlow, GCP, PyTorch, Spark",Master,13,Healthcare,2025-03-03,2025-04-03,1102,6.3,Cloud AI Solutions
NLP Engineer,109340,USD,MI,FT,United States,M,United States,0,"Data Visualization, PyTorch, Mathematics, Computer Vision",PhD,2,Energy,2024-01-30,2024-03-08,1769,7.2,TechCorp Inc
AI Specialist,56745,USD,EN,PT,Finland,L,Finland,100,"Spark, Mathematics, GCP",Associate,1,Telecommunications,2025-02-01,2025-04-11,502,5.5,Quantum Computing Inc
Machine Learning Engineer,188281,USD,EX,CT,Norway,S,Switzerland,0,"Scala, GCP, MLOps, Java",Master,18,Consulting,2024-08-25,2024-10-02,1416,5.8,Autonomous Tech
Robotics Engineer,219984,USD,SE,FT,Denmark,L,Canada,100,"PyTorch, Java, Statistics, TensorFlow",Bachelor,5,Consulting,2025-02-13,2025-03-08,500,6.0,Cloud AI Solutions
AI Specialist,127359,USD,MI,CT,Denmark,M,Denmark,50,"PyTorch, R, Linux",Bachelor,3,Transportation,2024-09-27,2024-11-05,2159,8.5,Autonomous Tech
NLP Engineer,162855,EUR,SE,PT,Germany,L,Germany,100,"Python, Spark, TensorFlow, Statistics, Git",Master,8,Healthcare,2024-11-29,2025-01-24,1320,5.5,Quantum Computing Inc
AI Specialist,78231,USD,EN,CT,Denmark,M,Thailand,100,"Deep Learning, GCP, Python, Data Visualization, Docker",Bachelor,0,Manufacturing,2024-06-01,2024-07-06,2337,5.8,Algorithmic Solutions
Robotics Engineer,181941,GBP,SE,PT,United Kingdom,L,United Kingdom,0,"Kubernetes, Hadoop, SQL",Bachelor,9,Transportation,2024-09-15,2024-11-16,1538,7.2,Cloud AI Solutions
Robotics Engineer,91852,USD,MI,FT,Israel,M,South Korea,50,"Deep Learning, TensorFlow, Azure",Bachelor,2,Energy,2024-02-09,2024-02-27,876,6.7,Smart Analytics
Machine Learning Engineer,75332,USD,MI,CT,Finland,M,Australia,0,"TensorFlow, SQL, R, Deep Learning, NLP",Associate,3,Energy,2024-12-09,2025-01-18,2177,5.7,Quantum Computing Inc
Robotics Engineer,43208,USD,EN,PT,China,L,China,100,"Scala, Python, Kubernetes, Hadoop",PhD,1,Education,2024-10-29,2025-01-08,2363,5.3,Advanced Robotics
Research Scientist,89317,USD,SE,PT,Israel,L,Israel,0,"Deep Learning, SQL, MLOps",Master,7,Transportation,2025-02-22,2025-03-19,662,9.4,Digital Transformation LLC
AI Architect,67473,USD,MI,FT,India,L,Sweden,100,"TensorFlow, Hadoop, Deep Learning",Associate,4,Consulting,2024-11-25,2025-01-11,2307,8.9,Neural Networks Co
AI Research Scientist,371087,USD,EX,CT,Switzerland,L,Norway,0,"MLOps, Deep Learning, Tableau, Kubernetes",Associate,13,Consulting,2024-12-14,2025-02-03,1841,7.0,Future Systems
Data Engineer,88198,USD,MI,PT,Israel,S,Israel,0,"Spark, PyTorch, Tableau",PhD,3,Energy,2025-01-22,2025-03-21,715,7.3,Smart Analytics
ML Ops Engineer,128015,USD,SE,FT,Norway,S,Norway,0,"Deep Learning, Git, Linux",Associate,9,Finance,2025-02-06,2025-03-06,866,5.2,AI Innovations
Data Scientist,99474,USD,MI,CT,Singapore,M,Singapore,0,"Mathematics, Hadoop, Git, Java",Associate,3,Retail,2025-04-24,2025-07-01,1728,7.0,Machine Intelligence Group
Autonomous Systems Engineer,161632,USD,SE,FL,United States,M,United States,50,"Mathematics, Tableau, Hadoop",Bachelor,6,Automotive,2024-01-31,2024-03-24,1117,9.4,Cloud AI Solutions
AI Architect,105161,EUR,MI,FT,Germany,M,Germany,0,"TensorFlow, MLOps, PyTorch, Scala, GCP",Master,4,Government,2025-03-21,2025-04-13,1914,8.7,Cloud AI Solutions
NLP Engineer,37144,USD,MI,PT,China,M,China,0,"Mathematics, Scala, SQL, Python",Master,3,Media,2024-04-01,2024-05-23,2408,5.5,Predictive Systems
Robotics Engineer,295909,EUR,EX,FL,Netherlands,L,Netherlands,100,"Spark, TensorFlow, Tableau, AWS, Python",Bachelor,10,Healthcare,2024-08-09,2024-08-23,1672,9.7,AI Innovations
Machine Learning Researcher,130809,JPY,SE,CT,Japan,L,Japan,0,"PyTorch, SQL, Git, Hadoop, Mathematics",Associate,7,Healthcare,2024-02-15,2024-03-25,897,6.4,AI Innovations
AI Software Engineer,46947,USD,EN,CT,Austria,M,Austria,0,"Linux, Hadoop, NLP, R",PhD,1,Technology,2024-07-21,2024-08-08,2346,9.7,Neural Networks Co
Computer Vision Engineer,48088,EUR,EN,FT,France,M,France,0,"NLP, Scala, Java",Bachelor,0,Finance,2024-04-08,2024-05-19,1362,9.7,Smart Analytics
Principal Data Scientist,102086,USD,SE,FT,Israel,S,Israel,50,"Scala, Java, Azure, Data Visualization, TensorFlow",Associate,5,Finance,2024-04-21,2024-06-10,1342,6.2,Machine Intelligence Group
Head of AI,114945,USD,SE,FT,Sweden,M,Sweden,100,"Computer Vision, Mathematics, NLP, PyTorch",Associate,7,Automotive,2025-02-01,2025-03-28,2374,9.5,AI Innovations
AI Research Scientist,140169,EUR,SE,CT,Austria,M,Austria,100,"PyTorch, Data Visualization, SQL",PhD,5,Retail,2025-01-20,2025-02-22,1103,7.7,Cognitive Computing
AI Product Manager,156153,USD,EX,FT,Japan,S,China,0,"Docker, Tableau, R, Spark",Master,17,Real Estate,2024-05-16,2024-07-21,2402,5.4,Smart Analytics
ML Ops Engineer,68689,USD,SE,CT,India,S,India,0,"NLP, AWS, R, Computer Vision",Bachelor,5,Government,2024-11-07,2024-12-07,2338,5.8,Advanced Robotics
Machine Learning Engineer,147907,CHF,MI,PT,Switzerland,M,Egypt,0,"SQL, AWS, Scala, Tableau",Associate,4,Automotive,2025-03-11,2025-04-01,1372,8.8,Machine Intelligence Group
ML Ops Engineer,77761,USD,MI,CT,Singapore,M,Singapore,100,"Tableau, R, Python, TensorFlow, Docker",Bachelor,3,Government,2024-11-25,2024-12-25,1191,5.2,Cloud AI Solutions
Principal Data Scientist,89844,USD,SE,PT,South Korea,M,Singapore,0,"Computer Vision, Hadoop, AWS, Scala, Spark",Bachelor,5,Finance,2024-02-05,2024-04-16,1977,7.1,Quantum Computing Inc
AI Consultant,237645,EUR,EX,FL,Netherlands,M,Netherlands,100,"Python, TensorFlow, Deep Learning, NLP",Associate,19,Technology,2025-03-22,2025-04-29,1161,5.5,Autonomous Tech
ML Ops Engineer,68307,USD,MI,CT,Israel,S,Israel,100,"AWS, Python, TensorFlow, PyTorch",PhD,4,Real Estate,2025-02-06,2025-03-01,2079,7.2,Cloud AI Solutions
AI Product Manager,111102,GBP,SE,FT,United Kingdom,S,United Kingdom,50,"GCP, Scala, Linux",Bachelor,9,Finance,2024-12-25,2025-01-18,2257,5.5,Cloud AI Solutions
AI Product Manager,100445,USD,SE,CT,India,L,India,50,"GCP, Docker, Kubernetes, Scala",Associate,9,Consulting,2024-07-02,2024-08-10,740,8.1,Smart Analytics
AI Product Manager,90718,USD,SE,PT,India,M,India,0,"Deep Learning, Docker, Scala",Associate,7,Retail,2025-02-27,2025-03-29,2114,5.5,Machine Intelligence Group
Deep Learning Engineer,160528,USD,EX,CT,Ireland,S,Singapore,0,"Python, GCP, Data Visualization",Bachelor,10,Healthcare,2024-07-20,2024-09-29,730,6.8,DeepTech Ventures
Research Scientist,129560,SGD,SE,CT,Singapore,S,Singapore,0,"Scala, Java, MLOps",Master,9,Government,2024-08-05,2024-10-02,2483,9.5,Quantum Computing Inc
Principal Data Scientist,87780,EUR,MI,CT,Netherlands,S,Netherlands,0,"TensorFlow, Scala, Kubernetes, Spark, AWS",Master,2,Technology,2025-01-19,2025-02-10,1032,9.8,TechCorp Inc
Machine Learning Researcher,172617,CHF,SE,FL,Switzerland,L,Switzerland,0,"Data Visualization, NLP, Azure",Associate,7,Real Estate,2024-11-08,2024-12-19,1254,6.3,Digital Transformation LLC
Data Engineer,64382,USD,MI,CT,Ireland,S,Australia,0,"Docker, Deep Learning, Data Visualization, AWS",Associate,3,Transportation,2024-04-13,2024-06-10,1221,5.4,Advanced Robotics
Head of AI,95872,USD,MI,FT,Australia,M,Australia,0,"Python, Spark, Data Visualization, GCP, TensorFlow",Associate,2,Manufacturing,2024-02-13,2024-03-04,1242,6.1,Machine Intelligence Group
Robotics Engineer,129453,GBP,SE,FT,United Kingdom,M,United Kingdom,0,"MLOps, Git, Mathematics, Spark",Bachelor,7,Retail,2024-01-19,2024-03-26,2363,6.9,Predictive Systems
AI Architect,85056,EUR,MI,CT,Germany,M,Germany,50,"R, Git, GCP, Statistics",Associate,3,Finance,2024-08-15,2024-10-09,2134,8.8,AI Innovations
Machine Learning Researcher,33846,USD,MI,PT,China,S,China,0,"PyTorch, Hadoop, Statistics, AWS, Computer Vision",Bachelor,2,Transportation,2024-03-06,2024-03-22,804,6.8,Digital Transformation LLC
Robotics Engineer,102987,USD,MI,FT,Denmark,M,Denmark,0,"Python, GCP, MLOps, Azure, Hadoop",PhD,4,Retail,2024-07-28,2024-10-05,1017,6.5,DataVision Ltd
Head of AI,148057,USD,EX,FT,India,L,Japan,100,"Kubernetes, Java, Docker, R, Mathematics",Associate,18,Transportation,2024-04-26,2024-06-18,1017,8.2,Cognitive Computing
AI Specialist,139714,GBP,SE,CT,United Kingdom,M,Ireland,0,"AWS, Kubernetes, Linux, MLOps, Computer Vision",Associate,7,Education,2024-06-21,2024-08-13,802,8.9,Quantum Computing Inc
Robotics Engineer,93746,USD,SE,FT,South Korea,S,South Korea,0,"MLOps, PyTorch, Hadoop, Azure, AWS",Bachelor,8,Finance,2024-06-03,2024-08-03,1515,6.4,DataVision Ltd
AI Software Engineer,194332,CHF,SE,FT,Switzerland,L,Switzerland,0,"Python, Git, TensorFlow, SQL",Bachelor,9,Government,2024-06-15,2024-07-09,2134,9.5,TechCorp Inc
Data Engineer,162483,USD,MI,PT,Norway,L,Norway,100,"Java, Statistics, R, Docker, Scala",Master,3,Consulting,2024-12-17,2025-02-02,1825,8.3,DeepTech Ventures
Machine Learning Engineer,181552,USD,SE,FT,Switzerland,M,Switzerland,0,"Python, Hadoop, NLP",PhD,9,Gaming,2024-06-10,2024-07-27,868,8.5,Machine Intelligence Group
AI Product Manager,93277,EUR,MI,CT,Germany,S,Nigeria,100,"SQL, Azure, Computer Vision, Scala",PhD,4,Automotive,2024-03-16,2024-03-31,764,5.9,Machine Intelligence Group
Computer Vision Engineer,140363,EUR,SE,CT,Austria,L,Austria,100,"MLOps, Hadoop, TensorFlow, Kubernetes",Master,6,Manufacturing,2025-01-31,2025-04-06,1852,9.8,TechCorp Inc
Principal Data Scientist,88672,USD,SE,PT,Austria,L,Austria,50,"R, Mathematics, MLOps",PhD,5,Government,2024-07-22,2024-09-18,1675,6.5,Digital Transformation LLC
Data Scientist,82345,AUD,MI,FT,Australia,S,Australia,0,"Deep Learning, Tableau, Statistics",Bachelor,4,Gaming,2025-04-15,2025-05-22,2475,5.6,DataVision Ltd
Deep Learning Engineer,81508,USD,EX,PT,India,L,India,50,"Hadoop, NLP, Deep Learning, Tableau, Kubernetes",Master,10,Healthcare,2024-07-16,2024-09-17,1183,9.4,Cognitive Computing
Machine Learning Engineer,167354,GBP,EX,FT,United Kingdom,M,France,0,"SQL, Kubernetes, Statistics, AWS",Bachelor,16,Transportation,2024-11-04,2024-12-28,1858,7.1,Smart Analytics
AI Architect,73776,EUR,MI,PT,Germany,S,Germany,0,"Python, Scala, Deep Learning, Statistics, Tableau",Associate,4,Real Estate,2024-07-16,2024-09-06,840,5.9,Smart Analytics
Deep Learning Engineer,111443,USD,SE,FT,Israel,S,Japan,0,"GCP, SQL, Kubernetes, AWS",PhD,8,Consulting,2024-07-26,2024-09-14,500,8.3,Autonomous Tech
AI Research Scientist,71342,SGD,EN,PT,Singapore,L,Belgium,50,"Git, Kubernetes, GCP, Mathematics, Azure",Bachelor,0,Automotive,2024-05-19,2024-07-15,1611,9.4,Digital Transformation LLC
Machine Learning Engineer,131624,USD,SE,CT,Sweden,M,Ireland,50,"Docker, Linux, Kubernetes, NLP",PhD,8,Transportation,2024-02-11,2024-04-22,1531,9.0,DeepTech Ventures
Deep Learning Engineer,60631,USD,EN,FT,United States,M,France,50,"R, NLP, Linux",Associate,0,Finance,2024-09-02,2024-10-30,2310,9.7,Autonomous Tech
Autonomous Systems Engineer,160109,CHF,SE,PT,Switzerland,M,Thailand,100,"MLOps, AWS, Spark, R",Master,5,Consulting,2024-02-18,2024-03-28,914,9.0,Digital Transformation LLC
Data Scientist,94478,USD,MI,FL,Denmark,S,Denmark,100,"PyTorch, TensorFlow, Hadoop, Python",PhD,4,Retail,2024-05-24,2024-06-25,506,8.4,Algorithmic Solutions
Deep Learning Engineer,121002,USD,SE,PT,Finland,S,Finland,100,"AWS, NLP, Kubernetes",Master,8,Consulting,2024-03-07,2024-05-12,1557,8.6,Cognitive Computing
Principal Data Scientist,98999,EUR,MI,FT,Netherlands,L,Netherlands,100,"Python, Git, SQL, Spark",PhD,3,Real Estate,2025-02-21,2025-04-12,1339,8.7,Smart Analytics
AI Software Engineer,80479,USD,SE,CT,Japan,M,Japan,0,"Azure, Python, Scala, Computer Vision",Associate,6,Finance,2024-03-29,2024-04-23,2159,9.9,DeepTech Ventures
AI Architect,71217,EUR,EN,CT,Netherlands,M,Netherlands,0,"Python, NLP, TensorFlow, AWS",Master,0,Government,2024-06-15,2024-07-02,2397,5.9,Quantum Computing Inc
Data Engineer,117240,USD,SE,PT,Ireland,S,Ireland,50,"GCP, R, Deep Learning, Tableau",Associate,7,Technology,2024-09-19,2024-11-13,2169,6.0,Algorithmic Solutions
Principal Data Scientist,94395,USD,EN,FT,Norway,M,Norway,50,"R, SQL, Azure, Linux, Hadoop",PhD,1,Telecommunications,2024-04-13,2024-06-15,1892,7.8,Neural Networks Co
Data Analyst,89802,USD,MI,FT,Australia,S,Australia,0,"Tableau, GCP, Statistics, Computer Vision, SQL",Bachelor,3,Automotive,2024-12-23,2025-02-21,871,7.9,Future Systems
Data Analyst,77654,EUR,EN,CT,Austria,L,Austria,50,"PyTorch, Hadoop, Tableau, Docker",Associate,1,Retail,2024-10-11,2024-12-03,1681,7.7,Neural Networks Co
Machine Learning Engineer,100866,GBP,MI,FL,United Kingdom,S,United Kingdom,0,"Java, Scala, Linux, Deep Learning",Bachelor,4,Telecommunications,2024-03-18,2024-04-26,1156,5.5,Quantum Computing Inc
NLP Engineer,76682,USD,SE,CT,South Korea,S,South Korea,0,"PyTorch, Kubernetes, Azure, GCP",Master,7,Gaming,2024-09-25,2024-11-12,643,10.0,Machine Intelligence Group
AI Specialist,109718,USD,MI,FT,Norway,S,Norway,100,"Azure, PyTorch, TensorFlow",Associate,3,Real Estate,2024-09-02,2024-11-04,2240,8.2,Autonomous Tech
AI Consultant,130984,CHF,EN,PT,Switzerland,L,Philippines,50,"MLOps, Deep Learning, Kubernetes, Azure, GCP",Bachelor,1,Retail,2024-01-08,2024-03-20,1774,5.3,DataVision Ltd
Deep Learning Engineer,144657,EUR,SE,FT,Netherlands,L,Netherlands,0,"SQL, Statistics, Linux",Master,5,Government,2025-02-23,2025-04-30,586,5.7,Predictive Systems
NLP Engineer,88931,USD,SE,CT,Finland,M,Finland,50,"Data Visualization, Scala, PyTorch",Master,8,Transportation,2024-03-27,2024-05-08,2084,5.6,Neural Networks Co
AI Research Scientist,110535,USD,SE,FT,Canada,L,Canada,100,"MLOps, SQL, Spark, Computer Vision",Master,6,Gaming,2024-11-30,2025-01-07,2357,7.4,Machine Intelligence Group
Data Analyst,79564,USD,MI,PT,Israel,L,Israel,0,"Mathematics, TensorFlow, Linux, AWS, Deep Learning",Bachelor,3,Media,2025-04-22,2025-06-04,2071,5.3,Digital Transformation LLC
Data Scientist,157793,USD,SE,PT,United States,L,India,0,"Docker, SQL, Computer Vision, Java",Bachelor,7,Telecommunications,2024-01-20,2024-03-09,2041,8.3,Quantum Computing Inc
ML Ops Engineer,221363,EUR,EX,CT,Austria,M,Austria,0,"PyTorch, TensorFlow, Spark, Hadoop, Azure",Associate,16,Telecommunications,2024-04-08,2024-05-14,2389,5.5,Machine Intelligence Group
Head of AI,146613,USD,SE,PT,Australia,M,Australia,50,"SQL, R, NLP",Master,6,Retail,2024-05-27,2024-07-31,2098,8.0,Smart Analytics
Machine Learning Engineer,143694,CHF,SE,CT,Switzerland,S,Switzerland,100,"PyTorch, Java, SQL, MLOps, Deep Learning",Associate,7,Transportation,2024-07-13,2024-09-02,1769,5.7,Neural Networks Co
AI Product Manager,65063,USD,MI,PT,Ireland,M,Ireland,100,"AWS, Statistics, SQL, Azure",PhD,2,Education,2025-03-26,2025-06-07,1971,6.0,Autonomous Tech
Research Scientist,88829,USD,MI,PT,Finland,M,Belgium,50,"SQL, Linux, Deep Learning, Scala",Master,3,Consulting,2024-04-23,2024-07-05,1733,7.3,Cognitive Computing
Research Scientist,44666,USD,EN,PT,South Korea,S,South Korea,50,"Kubernetes, Python, AWS",Associate,0,Education,2024-11-06,2024-11-30,2233,6.3,Machine Intelligence Group
NLP Engineer,91517,USD,MI,CT,Denmark,S,Denmark,100,"Linux, PyTorch, Tableau",Bachelor,4,Energy,2025-01-05,2025-01-24,1982,6.5,Predictive Systems
Data Scientist,118502,USD,SE,PT,Australia,M,Australia,50,"SQL, Mathematics, GCP, Deep Learning",Bachelor,5,Telecommunications,2025-02-13,2025-04-06,533,6.5,Predictive Systems
Head of AI,119767,USD,SE,FL,Australia,L,United States,100,"Git, Linux, Python",Bachelor,5,Energy,2024-10-12,2024-11-26,1702,9.6,Predictive Systems
Autonomous Systems Engineer,109710,EUR,MI,PT,Netherlands,L,Australia,100,"SQL, Linux, PyTorch, NLP",Bachelor,2,Energy,2024-04-06,2024-04-27,2356,6.3,Digital Transformation LLC
Research Scientist,185737,USD,EX,FT,Austria,L,Germany,0,"Kubernetes, Git, NLP",Master,16,Education,2024-07-20,2024-08-07,1077,9.4,DeepTech Ventures
Data Engineer,106817,USD,SE,FT,Japan,L,Japan,100,"Spark, Tableau, TensorFlow",Bachelor,8,Real Estate,2024-04-28,2024-06-06,543,6.5,Cloud AI Solutions
AI Software Engineer,96579,USD,SE,FT,Israel,M,Israel,100,"Scala, TensorFlow, Deep Learning",PhD,9,Telecommunications,2024-09-15,2024-11-10,1055,8.3,DataVision Ltd
Principal Data Scientist,84883,USD,SE,PT,China,L,Finland,0,"Deep Learning, Java, Mathematics",Master,7,Real Estate,2024-01-12,2024-01-30,1820,5.0,DataVision Ltd
Computer Vision Engineer,91804,EUR,MI,CT,France,S,France,0,"AWS, NLP, Python, Spark, Hadoop",Master,4,Real Estate,2024-11-21,2025-01-28,987,7.0,Neural Networks Co
Principal Data Scientist,55061,USD,EN,CT,China,L,China,0,"Python, TensorFlow, PyTorch",Bachelor,0,Media,2024-06-20,2024-07-15,2011,6.1,Cognitive Computing
AI Research Scientist,73771,EUR,MI,PT,Netherlands,S,Netherlands,0,"GCP, R, Tableau, Kubernetes",PhD,2,Technology,2024-05-11,2024-06-21,1811,9.8,Predictive Systems
Robotics Engineer,142978,USD,SE,CT,Canada,M,Canada,100,"AWS, Git, Kubernetes, TensorFlow",Associate,5,Consulting,2024-09-03,2024-09-24,1987,9.8,Predictive Systems
AI Software Engineer,83913,EUR,MI,FT,Netherlands,M,Netherlands,100,"Linux, NLP, SQL, Git",Bachelor,4,Consulting,2024-12-05,2024-12-31,1283,9.8,Predictive Systems
ML Ops Engineer,128165,USD,EX,FT,India,S,India,100,"Mathematics, SQL, Java, PyTorch",Master,16,Manufacturing,2024-06-24,2024-07-21,1548,9.2,Future Systems
AI Research Scientist,89827,USD,EN,CT,Denmark,M,Denmark,0,"Tableau, Java, Data Visualization, Python",Master,1,Consulting,2024-10-17,2024-11-20,1703,9.2,Smart Analytics
Autonomous Systems Engineer,130078,USD,SE,PT,Singapore,S,Sweden,100,"Git, PyTorch, R",PhD,9,Gaming,2024-12-07,2025-01-24,2306,6.1,Smart Analytics
Head of AI,70995,USD,SE,CT,Israel,S,Israel,50,"Kubernetes, GCP, Computer Vision, MLOps, Scala",Bachelor,6,Telecommunications,2024-05-04,2024-06-02,595,8.3,Future Systems
AI Architect,72440,USD,SE,FT,Ireland,S,Netherlands,50,"MLOps, Python, Computer Vision",Master,5,Manufacturing,2024-08-21,2024-09-24,1980,8.8,Neural Networks Co
Autonomous Systems Engineer,119585,EUR,SE,PT,Germany,S,Germany,0,"R, Kubernetes, Git",Master,5,Media,2025-02-27,2025-04-28,1402,6.0,Future Systems
Deep Learning Engineer,128834,USD,MI,FL,United States,M,United States,0,"Kubernetes, PyTorch, R",Master,3,Energy,2024-08-04,2024-09-08,1668,5.1,DeepTech Ventures
AI Software Engineer,100886,USD,MI,FT,Norway,S,Norway,50,"Python, Hadoop, Computer Vision",Bachelor,2,Government,2025-01-13,2025-02-02,2199,6.4,Cloud AI Solutions
Head of AI,60747,USD,MI,FT,Ireland,S,Ireland,0,"Azure, Java, R, MLOps",PhD,4,Finance,2024-08-03,2024-09-12,1925,6.6,DeepTech Ventures
NLP Engineer,161470,USD,SE,CT,Israel,L,Israel,0,"Data Visualization, Kubernetes, Computer Vision",PhD,6,Retail,2025-01-18,2025-02-27,1896,9.2,Autonomous Tech
Machine Learning Researcher,81946,USD,MI,FT,Canada,L,Canada,0,"Python, TensorFlow, PyTorch, AWS, Computer Vision",Master,2,Telecommunications,2024-08-06,2024-09-28,534,7.2,Advanced Robotics
Data Analyst,82435,USD,EN,CT,Norway,S,Norway,100,"PyTorch, GCP, TensorFlow, Deep Learning, Data Visualization",Bachelor,1,Real Estate,2025-04-03,2025-05-16,720,8.6,Machine Intelligence Group
Principal Data Scientist,270468,GBP,EX,PT,United Kingdom,L,United Kingdom,50,"Computer Vision, AWS, Git, PyTorch, Data Visualization",PhD,19,Education,2024-05-12,2024-06-04,877,5.7,Predictive Systems
AI Software Engineer,141826,USD,SE,CT,Sweden,M,Sweden,100,"Java, Scala, Mathematics",Bachelor,7,Finance,2024-12-18,2025-02-07,1838,7.2,DataVision Ltd
AI Consultant,112337,USD,EN,CT,Denmark,L,Denmark,0,"Tableau, Linux, Kubernetes",PhD,1,Government,2024-07-11,2024-09-02,1248,9.0,Advanced Robotics
Deep Learning Engineer,66262,USD,SE,FT,South Korea,S,South Korea,0,"Deep Learning, Scala, MLOps, Tableau, Linux",PhD,6,Telecommunications,2025-04-21,2025-05-16,643,7.1,Digital Transformation LLC
Data Scientist,264666,USD,EX,FT,United States,S,United States,100,"Git, Data Visualization, Hadoop",Associate,10,Finance,2024-04-18,2024-05-08,649,9.3,Autonomous Tech
AI Software Engineer,192118,EUR,EX,CT,Netherlands,M,Netherlands,0,"Python, Computer Vision, Scala, TensorFlow, Hadoop",Associate,10,Education,2025-03-05,2025-04-05,1639,8.3,Predictive Systems
AI Product Manager,124008,USD,MI,FT,Denmark,L,Denmark,50,"GCP, Java, TensorFlow, Deep Learning, Computer Vision",Associate,2,Gaming,2024-02-13,2024-04-16,741,7.2,Cognitive Computing
AI Architect,169211,USD,SE,PT,Denmark,S,Argentina,100,"Java, Python, MLOps, TensorFlow, Kubernetes",Bachelor,8,Transportation,2025-03-07,2025-04-21,1516,9.5,Machine Intelligence Group
AI Software Engineer,174329,EUR,SE,CT,Netherlands,L,Netherlands,100,"R, NLP, Java",Master,7,Energy,2024-04-30,2024-05-27,1675,7.0,Smart Analytics
Data Analyst,124406,EUR,SE,CT,France,S,France,50,"Computer Vision, PyTorch, Linux, AWS, SQL",PhD,6,Transportation,2024-01-15,2024-02-21,1041,9.3,Quantum Computing Inc
Machine Learning Engineer,66420,EUR,EN,PT,France,L,Sweden,0,"Linux, Python, TensorFlow",PhD,0,Government,2024-03-28,2024-05-06,1587,7.4,Cognitive Computing
ML Ops Engineer,79085,USD,MI,FT,South Korea,L,Vietnam,0,"Data Visualization, Mathematics, Python, Git",PhD,4,Consulting,2025-02-11,2025-04-01,2363,5.5,Future Systems
